SampleID,gas,avg_ppm,sd_ppm,avg_ppm_reference,sd_ppm_reference,water_uM,water_uM_sd,water_uatm,water_uatm_sd,n
CAT10-WR3,n2o,0.7379711328541451,0.010905626057935519,0.359781370188983,0.009078888962284086,0.033403631038809,4.104647212095217e-4,1.37361752770824,0.016879049313657437,3
CAT2-WR1,ch4,2.8796306801478666,0.0864417820819177,2.12935595333201,0.04743131943769608,0.034750678364373,0.0021106389119136563,24.4973235799746,1.4878847498598269,3
CAT2-WR1,co2,657.965614091542,3.912325737534331,483.911000453332,6.921963557248954,29.1146484055627,0.28291956533356943,870.724967082001,8.461209140511539,3
CAT2-WR1,n2o,0.3494750697368573,0.00624823167794227,0.336837338806444,0.0071467638000114134,0.0090150733424692,2.92107765537633e-4,0.370716068034756,0.012011997924896496,3
CAT2-WR2,ch4,3.019404432532877,0.006269470849803783,2.12935595333201,0.04743131943769608,0.0406618896223333,0.0019386476348112942,28.6644035263708,1.366640326256596,3
CAT2-WR2,co2,856.4591909314187,7.460083673361135,483.911000453332,6.921963557248954,43.8647026407578,0.3200591375925434,1311.85138253767,9.57193362470129,3
CAT2-WR2,n2o,0.36344737321360837,0.003315144224464995,0.336837338806444,0.0071467638000114134,0.00992593804180664,2.92107765537633e-4,0.408172466560023,0.012011997924896496,3
CAT2-WR3,ch4,3.0216897201742032,0.025844673119940244,2.12935595333201,0.04743131943769608,0.0407585373677261,0.0019386476348112942,28.7325348896592,1.366640326256596,3
CAT2-WR3,co2,717.6649783236534,14.839538355765919,483.911000453332,6.921963557248954,33.550907121081,0.636659058581047,1003.39911688554,19.0404132690651,3
CAT2-WR3,n2o,0.353832437813325,0.007998621391259104,0.336837338806444,0.0071467638000114134,0.00929913335945054,3.0105120806289345e-4,0.382397128030699,0.012379768404593039,3
CAT5-WR1,ch4,2.8697987817628268,0.10340944126875144,2.37064140282463,0.04301957591229175,0.0244728791214696,0.00252493626744345,17.2520384346477,1.7799416780821615,3
CAT5-WR1,co2,860.612477185523,20.91786236120824,628.520666737324,8.00600473586448,38.2627410528693,0.8974367152897411,1144.31483010323,26.8394295371103,3
CAT5-WR1,n2o,0.395203624489563,0.008298055047981702,0.391336250140149,0.0068316073705495285,0.00976863189786824,3.1232125819797635e-4,0.401703754332932,0.012843213183566758,3
CAT5-WR2,ch4,2.8650613950205366,0.04390534581036888,2.37064140282463,0.04301957591229175,0.0242725289601088,0.0017583276215307486,17.1108025519783,1.2395246001415168,3
CAT5-WR2,co2,764.9124965125986,19.397857892126844,628.520666737324,8.00600473586448,31.1512771571309,0.8322241331241835,931.633945887623,24.889132124327904,3
CAT5-WR2,n2o,0.391547564654044,0.00586026839556831,0.391336250140149,0.0068316073705495285,0.00953029067887161,2.7922646107857385e-4,0.391902733731047,0.01148229546338407,3
CAT5-WR3,ch4,2.8894679376706103,0.07208502721890941,2.37064140282463,0.04301957591229175,0.0253047129518757,0.0017600917027647998,17.8384356926973,1.2407681807231326,3
CAT5-WR3,co2,821.0431507578213,4.996686322967225,628.520666737324,8.00600473586448,35.3223450957268,0.32722729052180877,1056.37709727106,9.786309894557979,3
CAT5-WR3,n2o,0.39689397530777065,0.002813681529086782,0.391336250140149,0.0068316073705495285,0.00987882710600721,2.7922646107857385e-4,0.406235179949306,0.01148229546338407,3
CAT6-WR1,ch4,2.4342573064293735,0.06921048900794853,2.16599352458011,0.02421875358029869,0.0144177895157325,0.001689904438507707,10.1637513769218,1.1912900063499399,3
CAT6-WR1,co2,1261.15112806611,23.022573904713802,881.704348259842,22.826519750183458,57.6784523124346,0.9877349198394982,1724.97595682763,29.53995677992358,3
CAT6-WR1,n2o,0.369595070680116,0.004938753149847203,0.367099579065389,0.007044400040735778,0.00908981049019806,2.8792387897991716e-4,0.37378939428399,0.011839948967016905,3
