Model:	LI-7810
SN:	TG10-01932
Software Version:	2.3.8
Timestamp:	2024-12-12 12:00:59
Timezone:	Etc/UTC
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATAU	secs	nsecs	index	diag		date	time	ppm	ppm	ppb	kPa	°C	kPa	°C		µsecs	°C	counts	°C	V	CHK
DATA	1734009804	86340904	9209	16	""	2024-12-12	13:23:24	11405.453	827.59943	2739.0398	39.7767	54.8421	30.8686	35.2477	0.00336358	12.2774	54.4679	-404.5	0.279788	23.6862	186
DATA	1734009804	45778036	26315	0	""	2024-12-12	13:23:24	101.32785	9.8626347	-24.970097	39.6494	55.001	25.3571	35.1391	0.00125312	12.3364	54.5005	-79	0.172303	23.7172	200
DATA	1734009805	86077928	9213	16	""	2024-12-12	13:23:25	11402.589	826.9917	2739.7888	39.7771	54.8438	30.8624	35.2471	0.00339054	12.2776	54.4686	-515.25	0.279383	23.6866	194
DATA	1734009805	45778036	26319	0	""	2024-12-12	13:23:25	101.67409	9.6025581	-24.819782	39.6486	55.001	25.3575	35.1391	0.0012566	12.3371	54.5005	-54.25	0.172303	23.7164	 49
DATA	1734009806	86077928	9217	16	""	2024-12-12	13:23:26	11398.453	827.42578	2740.9556	39.778	54.8452	30.8558	35.2471	0.0034235	12.2777	54.4694	-598.5	0.279383	23.6862	 95
DATA	1734009806	45778036	26323	0	""	2024-12-12	13:23:26	101.54807	9.5811663	-24.978474	39.6498	55.001	25.3563	35.1391	0.00125163	12.3362	54.5005	19.5	0.172303	23.7164	  3
DATA	1734009807	86077928	9221	16	""	2024-12-12	13:23:27	11397.793	826.90582	2740.7449	39.7775	54.8459	30.8484	35.2467	0.00344423	12.2778	54.4698	-663.75	0.278775	23.687	215
DATA	1734009807	45505046	26327	0	""	2024-12-12	13:23:27	101.77848	9.4897861	-24.746986	39.6494	55.001	25.3567	35.1391	0.00125644	12.336	54.5005	6.25	0.172303	23.7168	234
DATA	1734009808	86077928	9225	16	""	2024-12-12	13:23:28	11396.623	826.97388	2741.5808	39.7767	54.8461	30.8418	35.2452	0.00347289	12.2774	54.4706	-763.5	0.277153	23.6874	192
DATA	1734009808	45505046	26331	0	""	2024-12-12	13:23:28	102.13152	9.7141008	-24.786272	39.6498	55.001	25.3575	35.1391	0.00125409	12.3363	54.5005	47	0.172303	23.7168	137
DATA	1734009809	86077928	9229	16	""	2024-12-12	13:23:29	11395.673	827.89551	2742.9753	39.7775	54.8461	30.8356	35.2446	0.00349807	12.2778	54.4706	-881.5	0.276951	23.687	159
DATA	1734009809	45505046	26335	0	""	2024-12-12	13:23:29	101.33253	9.6106205	-24.880558	39.6494	55.001	25.3579	35.1391	0.00125322	12.3367	54.5005	-48.5	0.172303	23.7176	 33
DATA	1734009810	86077928	9233	16	""	2024-12-12	13:23:30	11397.47	826.65204	2742.666	39.7771	54.8453	30.8273	35.2446	0.00352902	12.2777	54.4709	-944.75	0.276951	23.6878	119
DATA	1734009810	45505046	26339	0	""	2024-12-12	13:23:30	102.059	9.4806223	-24.880934	39.6482	55.001	25.3554	35.1391	0.00125834	12.3364	54.5005	-32.75	0.172303	23.7176	226
DATA	1734009811	86077928	9237	16	""	2024-12-12	13:23:31	11398.743	826.4295	2742.4658	39.7775	54.8448	30.8186	35.2446	0.00356074	12.2774	54.4715	-950.25	0.276951	23.6874	182
DATA	1734009811	45505046	26343	0	""	2024-12-12	13:23:31	101.74088	9.4582758	-24.864189	39.649	55.001	25.3554	35.1391	0.00125871	12.3366	54.5005	-7.75	0.172303	23.7172	253
DATA	1734009812	85798025	9241	16	""	2024-12-12	13:23:32	11400.918	826.91632	2742.7383	39.7771	54.844	30.8104	35.2446	0.00358799	12.2766	54.4723	-967.75	0.276951	23.6862	167
DATA	1734009812	45505046	26347	0	""	2024-12-12	13:23:32	101.46424	9.5813427	-24.904938	39.649	55.001	25.355	35.1391	0.0012522	12.3355	54.5005	-6.25	0.172303	23.7176	124
DATA	1734009813	85798025	9245	8	""	2024-12-12	13:23:33	11308.012	868.90027	2717.2163	39.7759	54.8428	30.8017	35.2446	0.00329321	12.278	54.4731	-1058.5	0.276951	23.6866	 92
DATA	1734009813	45505046	26351	0	""	2024-12-12	13:23:33	102.14029	9.9618502	-24.771021	39.6494	55.001	25.3542	35.1391	0.00125248	12.336	54.5005	38.5	0.172303	23.7168	170
DATA	1734009814	85798025	9249	8	""	2024-12-12	13:23:34	11277.327	878.79822	2708.2976	39.7631	54.8417	30.7893	35.244	0.00296156	12.2777	54.4736	-1741.5	0.275735	23.6835	141
DATA	1734009814	45505046	26355	0	""	2024-12-12	13:23:34	101.08355	9.7307978	-24.855572	39.6494	55.001	25.3534	35.1391	0.00125266	12.3369	54.5005	-11.5	0.172303	23.7172	 37
DATA	1734009815	85798025	9253	8	""	2024-12-12	13:23:35	11279.248	874.27893	2708.3569	39.7507	54.8409	30.7703	35.2408	0.00271246	12.2779	54.4744	-2254.5	0.272492	23.6846	176
DATA	1734009815	45228004	26359	0	""	2024-12-12	13:23:35	101.17416	9.5406303	-24.912556	39.6494	55.001	25.353	35.1391	0.0012573	12.3364	54.5005	29.25	0.172303	23.7164	175
DATA	1734009816	85798025	9257	8	""	2024-12-12	13:23:36	11284.681	873.02692	2709.7969	39.7375	54.8405	30.7459	35.2371	0.0025106	12.2775	54.4752	-2620.5	0.269857	23.685	 77
DATA	1734009816	45228004	26363	0	""	2024-12-12	13:23:36	101.78454	9.9434242	-24.872261	39.6494	55.001	25.3542	35.1391	0.0012584	12.3364	54.5005	-14.75	0.172303	23.7168	 31
DATA	1734009817	85798025	9261	8	""	2024-12-12	13:23:37	11288.785	870.25732	2710.1333	39.7271	54.8395	30.7195	35.2369	0.00232451	12.2774	54.4761	-2767.25	0.269654	23.6854	217
DATA	1734009817	45228004	26367	0	""	2024-12-12	13:23:37	101.563	9.6162424	-24.766281	39.6498	55.001	25.3538	35.1391	0.0012526	12.3353	54.5005	46.25	0.172303	23.7168	142
DATA	1734009818	85798025	9265	8	""	2024-12-12	13:23:38	11289.127	866.42517	2709.6309	39.716	54.8388	30.6934	35.2371	0.00216223	12.2785	54.4767	-2905.5	0.269654	23.6842	127
DATA	1734009818	45228004	26371	0	""	2024-12-12	13:23:38	100.89132	9.5124855	-24.76977	39.6494	55.001	25.3542	35.1391	0.00125203	12.3366	54.5005	-38.5	0.172303	23.7168	242
DATA	1734009819	85798025	9269	8	""	2024-12-12	13:23:39	11291.094	863.70361	2709.824	39.7061	54.838	30.6657	35.2373	0.00203092	12.2773	54.4775	-2821.5	0.269654	23.6858	 68
DATA	1734009819	45228004	26375	0	""	2024-12-12	13:23:39	101.98735	10.082792	-24.921585	39.6498	55.001	25.3542	35.1391	0.00125308	12.3365	54.5005	-4	0.172303	23.7164	141
DATA	1734009820	85517883	9273	8	""	2024-12-12	13:23:40	11291.055	858.47742	2709.4988	39.697	54.8376	30.6401	35.2371	0.00192021	12.2778	54.4782	-2871.25	0.269654	23.6866	173
DATA	1734009820	45228004	26379	0	""	2024-12-12	13:23:40	100.89271	9.8085938	-24.801752	39.6498	55.001	25.3538	35.1391	0.00125501	12.3361	54.5005	13.5	0.172303	23.7168	239
DATA	1734009821	85517883	9277	8	""	2024-12-12	13:23:41	11286.165	853.95935	2707.658	39.6875	54.8368	30.6104	35.2371	0.00181874	12.2775	54.479	-2697	0.269654	23.6866	255
DATA	1734009821	45228004	26383	0	""	2024-12-12	13:23:41	101.14937	9.5227022	-24.807528	39.649	55.001	25.355	35.1391	0.001257	12.3359	54.5005	-62.5	0.172303	23.7156	 68
DATA	1734009822	85517883	9281	8	""	2024-12-12	13:23:42	11290.73	850.10474	2702.6296	39.6784	54.8368	30.5839	35.2373	0.00174769	12.2777	54.4798	-2696.75	0.269654	23.6866	201
DATA	1734009822	44949054	26387	0	""	2024-12-12	13:23:42	101.68195	9.8617687	-24.897654	39.649	55.001	25.3546	35.1391	0.00125751	12.3356	54.5005	6.25	0.172303	23.7168	235
DATA	1734009823	85517883	9285	8	""	2024-12-12	13:23:43	11290.314	842.87207	2692.7583	39.6709	54.8368	30.5562	35.2373	0.00168371	12.2778	54.4806	-2595.75	0.269654	23.6854	238
DATA	1734009823	44949054	26391	0	""	2024-12-12	13:23:43	101.53014	9.6414557	-24.872595	39.6503	55.001	25.3546	35.1391	0.00126177	12.3365	54.5005	-26.25	0.172303	23.7172	 82
DATA	1734009824	85517883	9289	8	""	2024-12-12	13:23:44	11280.049	830.48175	2679.1382	39.6639	54.8368	30.531	35.2369	0.00164258	12.2784	54.4813	-2511.25	0.269046	23.6862	164
DATA	1734009824	44949054	26395	0	""	2024-12-12	13:23:44	101.48006	9.9269028	-24.989813	39.6494	55.001	25.3542	35.1391	0.00125469	12.3361	54.5005	-59	0.172303	23.7164	217
DATA	1734009825	85517883	9293	8	""	2024-12-12	13:23:45	11273.157	832.20209	2686.2917	39.6569	54.8374	30.505	35.2353	0.00161031	12.2783	54.4819	-2351	0.268033	23.6862	244
DATA	1734009825	44949054	26399	0	""	2024-12-12	13:23:45	101.01123	9.7775354	-24.958212	39.6498	55.001	25.3517	35.1391	0.00125564	12.3361	54.5005	-54	0.172303	23.7168	204
DATA	1734009826	85517883	9297	8	""	2024-12-12	13:23:46	11285.521	839.11084	2695.9851	39.6482	54.8378	30.4814	35.2353	0.00160382	12.2778	54.4825	-2297	0.268033	23.6874	 78
DATA	1734009826	44949054	26403	0	""	2024-12-12	13:23:46	101.21046	9.6733723	-24.789383	39.6498	55.001	25.353	35.1391	0.0012564	12.3358	54.5005	20.5	0.172303	23.7168	149
DATA	1734009827	85237979	9301	8	""	2024-12-12	13:23:47	11288.63	837.37207	2693.8372	39.6416	54.8386	30.4587	35.2353	0.00159197	12.2782	54.4831	-2215	0.268033	23.6886	 25
DATA	1734009827	44949054	26407	0	""	2024-12-12	13:23:47	101.25499	9.7954149	-24.842051	39.6494	55.001	25.3534	35.1391	0.00125306	12.3364	54.5005	-52.5	0.172303	23.7176	 46
DATA	1734009828	85237979	9305	8	""	2024-12-12	13:23:48	11286.62	835.40411	2694.2998	39.6358	54.8393	30.438	35.2353	0.0015931	12.2782	54.4838	-2260.75	0.268033	23.6893	 70
DATA	1734009828	44949054	26411	0	""	2024-12-12	13:23:48	101.64925	9.9264755	-24.879393	39.6498	55.001	25.353	35.1391	0.0012537	12.3363	54.5007	5.75	0.172303	23.7176	180
DATA	1734009829	85237979	9309	8	""	2024-12-12	13:23:49	11285.352	831.40936	2689.6431	39.6296	54.8403	30.417	35.2353	0.0015947	12.2785	54.4846	-2198.75	0.268033	23.6886	134
DATA	1734009829	44949054	26415	0	""	2024-12-12	13:23:49	100.83757	10.06177	-24.880518	39.6494	55.001	25.3538	35.1391	0.00125037	12.3368	54.5005	-23.25	0.172303	23.7172	 38
DATA	1734009830	85237979	9313	8	""	2024-12-12	13:23:50	11283.451	826.48169	2683.811	39.6242	54.8409	30.3963	35.2353	0.00161489	12.2786	54.4852	-2143.5	0.268033	23.6882	 97
DATA	1734009830	44672966	26419	0	""	2024-12-12	13:23:50	101.48808	9.5698938	-24.913233	39.6486	55.001	25.3542	35.1391	0.00125749	12.3362	54.5005	-63.25	0.172303	23.7168	113
DATA	1734009831	85237979	9317	8	""	2024-12-12	13:23:51	11284.056	824.45453	2681.6497	39.6168	54.8417	30.3765	35.2349	0.00162229	12.2786	54.4857	-2074.75	0.266817	23.687	182
DATA	1734009831	44672966	26423	0	""	2024-12-12	13:23:51	101.23063	9.9751425	-24.951759	39.6494	55.001	25.3509	35.1391	0.00125011	12.3359	54.5005	-9.75	0.172303	23.7168	 43
DATA	1734009832	85237979	9321	8	""	2024-12-12	13:23:52	11282.687	821.91064	2679.7744	39.6118	54.843	30.3566	35.2317	0.00165185	12.2784	54.4863	-2100.5	0.264182	23.6886	104
DATA	1734009832	44672966	26427	0	""	2024-12-12	13:23:52	100.86206	9.7244587	-24.830324	39.649	55.001	25.353	35.1391	0.0012558	12.3366	54.5005	-12	0.172303	23.7168	 43
DATA	1734009833	85237979	9325	8	""	2024-12-12	13:23:53	11282.58	821.52826	2680.8774	39.6065	54.8446	30.3372	35.2311	0.00166667	12.2779	54.4869	-2085	0.263979	23.6874	 37
DATA	1734009833	44672966	26431	0	""	2024-12-12	13:23:53	100.71581	9.6791477	-24.946945	39.6494	55.001	25.3534	35.1391	0.00125631	12.337	54.5005	-40	0.172303	23.7164	154
DATA	1734009834	85237979	9329	8	""	2024-12-12	13:23:54	11285.096	824.12531	2685.3574	39.6007	54.8461	30.3161	35.2313	0.00169087	12.2782	54.4875	-1903.75	0.263979	23.6905	214
DATA	1734009834	44672966	26435	0	""	2024-12-12	13:23:54	100.38414	9.8296118	-24.889303	39.6486	55.001	25.3521	35.1391	0.00125654	12.3364	54.5005	-29.75	0.172303	23.7164	104
DATA	1734009835	84971904	9333	8	""	2024-12-12	13:23:55	11290.87	831.69196	2696.3562	39.5945	54.8475	30.2967	35.2311	0.00171598	12.2782	54.4881	-1758.75	0.263979	23.6909	202
DATA	1734009835	44672966	26439	0	""	2024-12-12	13:23:55	100.8119	9.7567091	-24.948103	39.6498	55.001	25.3526	35.1391	0.00125337	12.3361	54.5007	-7.25	0.172303	23.7168	  7
DATA	1734009836	84971904	9337	8	""	2024-12-12	13:23:56	11298.43	837.22009	2702.7566	39.5899	54.8488	30.2802	35.2309	0.00173943	12.2778	54.4886	-1708.25	0.263979	23.6905	191
DATA	1734009836	44672966	26443	0	""	2024-12-12	13:23:56	100.53948	9.6087456	-24.882006	39.6482	55.0012	25.3509	35.1391	0.00125358	12.3365	54.5005	-25.25	0.172303	23.718	105
DATA	1734009837	84971904	9341	8	""	2024-12-12	13:23:57	11303.762	839.24579	2705.76	39.5854	54.8506	30.2624	35.2313	0.00176422	12.2776	54.489	-1635.5	0.263979	23.6893	 17
DATA	1734009837	44406890	26447	0	""	2024-12-12	13:23:57	101.05131	9.7689257	-24.877695	39.6486	55.001	25.3505	35.1391	0.00125386	12.3359	54.5005	-54.25	0.172303	23.7172	115
DATA	1734009838	84971904	9345	8	""	2024-12-12	13:23:58	11304.314	838.74939	2707.415	39.5812	54.8523	30.2459	35.2313	0.00180157	12.2774	54.4898	-1632.5	0.263979	23.6913	111
DATA	1734009838	44406890	26451	0	""	2024-12-12	13:23:58	100.9686	9.8009834	-24.797493	39.6494	55.0012	25.3488	35.1391	0.00125322	12.336	54.5005	67.25	0.172303	23.7168	 24
DATA	1734009839	84971904	9349	8	""	2024-12-12	13:23:59	11308.336	839.76587	2707.5759	39.5759	54.8539	30.2302	35.2313	0.00182012	12.2781	54.49	-1656	0.263979	23.6901	233
DATA	1734009839	44406890	26455	0	""	2024-12-12	13:23:59	100.8935	9.3628893	-24.945234	39.6507	55.001	25.3488	35.1391	0.00125405	12.3366	54.5005	42	0.172303	23.7164	118
DATA	1734009840	84971904	9353	8	""	2024-12-12	13:24:00	11299.672	831.73474	2703.5984	39.5726	54.8554	30.2132	35.2313	0.00184621	12.2775	54.4905	-1564	0.263979	23.6917	 52
DATA	1734009840	44406890	26459	0	""	2024-12-12	13:24:00	101.1163	9.6882467	-24.917101	39.6498	55.001	25.3492	35.1391	0.00125139	12.3362	54.5005	-52.25	0.172303	23.7168	 29
DATA	1734009841	84971904	9357	8	""	2024-12-12	13:24:01	11304.469	838.35522	2705.791	39.5709	54.8569	30.2012	35.2313	0.0018528	12.2779	54.4909	-1497.5	0.263979	23.6929	 66
DATA	1734009841	44406890	26463	0	""	2024-12-12	13:24:01	101.04926	9.9701023	-24.937099	39.6486	55.001	25.3501	35.1391	0.00125313	12.3357	54.5005	-14.75	0.172303	23.7172	 67
DATA	1734009842	84686994	9361	8	""	2024-12-12	13:24:02	11311.251	843.37506	2707.1484	39.5701	54.8581	30.1872	35.2313	0.00181612	12.2779	54.4913	-1261.5	0.263979	23.694	 83
DATA	1734009842	44406890	26467	0	""	2024-12-12	13:24:02	100.6847	9.6922102	-24.883759	39.6494	55.001	25.3501	35.1391	0.00125342	12.3363	54.5005	26.5	0.172303	23.7168	193
DATA	1734009843	84686994	9365	8	""	2024-12-12	13:24:03	11309.711	843.2254	2707.3606	39.5701	54.8597	30.1744	35.2313	0.0017814	12.2776	54.4919	-1052.5	0.263979	23.6921	 46
DATA	1734009843	44406890	26471	0	""	2024-12-12	13:24:03	100.70674	9.3115549	-24.824902	39.649	55.001	25.3501	35.1391	0.00125646	12.337	54.5005	-25	0.172303	23.7176	 77
DATA	1734009844	84686994	9369	8	""	2024-12-12	13:24:04	11311.138	846.05548	2707.3799	39.5689	54.861	30.1632	35.2315	0.00176388	12.2779	54.4921	-962.75	0.263979	23.6944	149
DATA	1734009844	44406890	26475	0	""	2024-12-12	13:24:04	100.95582	9.7704687	-24.841728	39.6486	55.001	25.3472	35.1391	0.00125173	12.336	54.5005	35	0.172303	23.7176	114
DATA	1734009845	84686994	9373	8	""	2024-12-12	13:24:05	11311.724	847.0932	2707.6216	39.5693	54.8622	30.1558	35.2313	0.00174054	12.2777	54.4927	-950.25	0.263979	23.6952	113
DATA	1734009845	44131994	26479	0	""	2024-12-12	13:24:05	100.6809	9.7680187	-24.841352	39.6486	55.001	25.3484	35.1391	0.00125695	12.336	54.5005	-9	0.172303	23.7168	 68
DATA	1734009846	84686994	9377	8	""	2024-12-12	13:24:06	11316.678	850.03375	2708.1411	39.5668	54.8633	30.1467	35.2313	0.00172161	12.278	54.4929	-872	0.263979	23.6929	233
DATA	1734009846	44131994	26483	0	""	2024-12-12	13:24:06	100.81345	9.6353893	-24.835274	39.649	55.001	25.3497	35.1391	0.00125217	12.3358	54.5005	-30.25	0.172303	23.7168	 48
DATA	1734009847	84686994	9381	8	""	2024-12-12	13:24:07	11321.29	850.77002	2708.8374	39.5664	54.8645	30.1384	35.2313	0.00171141	12.2776	54.4934	-893.25	0.263979	23.6956	120
DATA	1734009847	44131994	26487	0	""	2024-12-12	13:24:07	100.57708	9.8055811	-24.830278	39.649	55.001	25.3509	35.1391	0.00125392	12.3355	54.5005	25.5	0.172303	23.7168	210
DATA	1734009848	84686994	9385	8	""	2024-12-12	13:24:08	11322.438	849.45032	2708.4175	39.5647	54.8653	30.1306	35.2313	0.0017063	12.2775	54.4936	-969.5	0.263979	23.6948	 84
DATA	1734009848	44131994	26491	0	""	2024-12-12	13:24:08	100.59148	9.9654016	-24.908451	39.6486	55.001	25.3497	35.1391	0.00125032	12.3367	54.5005	-49.5	0.172303	23.7172	 52
DATA	1734009849	84686994	9389	8	""	2024-12-12	13:24:09	11318.874	845.96344	2708.3188	39.5639	54.8657	30.1215	35.2313	0.00170839	12.2774	54.494	-958.5	0.263979	23.6948	117
DATA	1734009849	44131994	26495	0	""	2024-12-12	13:24:09	101.04953	9.6899557	-24.786097	39.6494	55.001	25.3484	35.1391	0.00125333	12.3367	54.5005	-28	0.172303	23.7168	239
DATA	1734009850	84417104	9393	8	""	2024-12-12	13:24:10	11317.68	847.71802	2709.6899	39.5618	54.8664	30.114	35.2313	0.00168813	12.2773	54.4944	-1026.5	0.263979	23.6952	 48
DATA	1734009850	44131994	26499	0	""	2024-12-12	13:24:10	101.08819	9.3998337	-24.816956	39.649	55.001	25.3476	35.1391	0.0012556	12.3358	54.5005	38.75	0.172303	23.7168	236
DATA	1734009851	84417104	9397	8	""	2024-12-12	13:24:11	11317.088	849.12854	2710.1689	39.5614	54.8674	30.1025	35.2313	0.0016834	12.2773	54.4944	-950	0.263979	23.6952	200
DATA	1734009851	44131994	26503	0	""	2024-12-12	13:24:11	101.08371	9.8258314	-24.897566	39.6498	55.001	25.3476	35.1391	0.0012587	12.3362	54.5005	-48.75	0.172303	23.7164	 53
DATA	1734009852	84417104	9401	8	""	2024-12-12	13:24:12	11317.128	848.30341	2710.2031	39.5598	54.8684	30.0938	35.2313	0.00167775	12.2779	54.4946	-978	0.263371	23.6944	243
DATA	1734009852	43848037	26507	0	""	2024-12-12	13:24:12	100.73211	9.7610397	-24.87604	39.6494	55.001	25.3468	35.1391	0.00125358	12.337	54.5005	15.25	0.172303	23.7164	190
DATA	1734009853	84417104	9405	8	""	2024-12-12	13:24:13	11313.607	847.54578	2709.9436	39.5577	54.8689	30.0847	35.229	0.00167539	12.2773	54.4952	-973	0.261749	23.694	184
DATA	1734009853	43848037	26511	0	""	2024-12-12	13:24:13	100.73508	9.6875153	-24.900293	39.6486	55.001	25.3468	35.1391	0.0012525	12.3363	54.5005	-59.25	0.172303	23.7164	 35
DATA	1734009854	84417104	9409	8	""	2024-12-12	13:24:14	11312.792	848.11414	2710.1284	39.556	54.8699	30.0723	35.2284	0.00166721	12.2777	54.4952	-1017.75	0.261547	23.6937	133
DATA	1734009854	43848037	26515	0	""	2024-12-12	13:24:14	100.66412	9.8041267	-24.95583	39.649	55.001	25.3464	35.1391	0.00125427	12.3362	54.5005	49.75	0.172303	23.7164	200
DATA	1734009855	84417104	9413	8	""	2024-12-12	13:24:15	11312.578	848.04816	2710.343	39.554	54.8707	30.064	35.2284	0.00166994	12.2771	54.4952	-957	0.261547	23.696	 45
DATA	1734009855	43848037	26519	0	""	2024-12-12	13:24:15	100.37934	9.3761959	-24.919294	39.6494	55.001	25.3468	35.1391	0.00125584	12.3351	54.5005	7.25	0.172303	23.7168	 24
DATA	1734009856	84417104	9417	8	""	2024-12-12	13:24:16	11304.059	843.21869	2710.0732	39.5515	54.8717	30.0545	35.2288	0.00166188	12.2775	54.4952	-989.75	0.261547	23.6956	160
DATA	1734009856	43848037	26523	0	""	2024-12-12	13:24:16	100.54518	9.5309563	-24.8372	39.6494	55.001	25.3459	35.1391	0.00125739	12.3359	54.5005	-8	0.172303	23.7168	 62
DATA	1734009857	84140062	9421	8	""	2024-12-12	13:24:17	11302.88	843.5769	2710.5034	39.549	54.8724	30.0434	35.2288	0.00166641	12.2775	54.4952	-1048.25	0.261547	23.6964	 30
DATA	1734009857	43848037	26527	0	""	2024-12-12	13:24:17	100.22603	9.6077127	-24.7633	39.649	55.0012	25.3476	35.1391	0.00125344	12.3363	54.5005	31.25	0.172303	23.7168	188
DATA	1734009858	84140062	9425	8	""	2024-12-12	13:24:18	11303.695	844.18042	2710.8962	39.5469	54.8734	30.0326	35.2288	0.00166981	12.2774	54.4954	-1022	0.261547	23.696	249
DATA	1734009858	43848037	26531	0	""	2024-12-12	13:24:18	100.4423	9.4239302	-24.850519	39.6498	55.001	25.3484	35.1391	0.00125691	12.3365	54.5005	-47	0.172303	23.7164	146
DATA	1734009859	84140062	9429	8	""	2024-12-12	13:24:19	11305.121	844.78101	2710.8584	39.5449	54.8742	30.0219	35.2288	0.0016613	12.2772	54.4959	-1005.25	0.261547	23.696	 76
DATA	1734009859	43848037	26535	0	""	2024-12-12	13:24:19	100.41297	9.5436287	-24.948519	39.6498	55.0012	25.3476	35.1391	0.00125383	12.3361	54.5005	-11.75	0.172303	23.7176	167
DATA	1734009860	84140062	9433	8	""	2024-12-12	13:24:20	11310.251	847.25085	2710.7195	39.5424	54.8749	30.0107	35.2288	0.0016672	12.2772	54.4959	-1025.5	0.261547	23.6972	 62
DATA	1734009860	43571949	26539	0	""	2024-12-12	13:24:20	100.58574	9.6176214	-24.818567	39.6482	55.001	25.3476	35.1391	0.00125289	12.3359	54.5005	26.25	0.172303	23.7176	 68
DATA	1734009861	84140062	9437	8	""	2024-12-12	13:24:21	11320.025	851.52301	2710.5515	39.5407	54.8757	30.0004	35.2284	0.0016623	12.2769	54.4959	-1027.75	0.261547	23.696	 48
DATA	1734009861	43571949	26543	0	""	2024-12-12	13:24:21	100.77496	9.5155039	-24.806799	39.6494	55.001	25.3476	35.1391	0.00125559	12.3358	54.5005	-35.75	0.172303	23.718	 73
DATA	1734009862	84140062	9441	8	""	2024-12-12	13:24:22	11324.044	852.11469	2709.9937	39.5387	54.8765	29.9892	35.2282	0.00166838	12.2772	54.4963	-1077.75	0.260736	23.6968	228
DATA	1734009862	43571949	26547	0	""	2024-12-12	13:24:22	100.58052	9.5154152	-24.866879	39.649	55.001	25.3459	35.1391	0.00125463	12.3365	54.5005	-13.75	0.172303	23.7172	 52
DATA	1734009863	84140062	9445	8	""	2024-12-12	13:24:23	11324.428	851.52081	2709.8782	39.5366	54.8775	29.9777	35.227	0.00167233	12.2772	54.4967	-981.5	0.259925	23.6948	 80
DATA	1734009863	43571949	26551	0	""	2024-12-12	13:24:23	100.53536	9.4922304	-24.962343	39.649	55.001	25.3447	35.1391	0.00125375	12.336	54.5005	-9.25	0.172303	23.7172	189
DATA	1734009864	84140062	9449	8	""	2024-12-12	13:24:24	11321.334	849.80145	2710.0139	39.5346	54.8782	29.9673	35.2268	0.00167957	12.2771	54.4967	-1075	0.259925	23.6976	 71
DATA	1734009864	43571949	26555	0	""	2024-12-12	13:24:24	101.10504	10.096864	-24.903391	39.6503	55.001	25.3451	35.1391	0.00125509	12.3365	54.5005	13.5	0.172303	23.7172	221
DATA	1734009865	83872079	9453	8	""	2024-12-12	13:24:25	11323.655	852.22723	2709.8396	39.5312	54.879	29.9558	35.2272	0.00167518	12.2771	54.4969	-1038	0.259925	23.6968	 44
DATA	1734009865	43571949	26559	0	""	2024-12-12	13:24:25	100.39451	9.4827518	-24.878321	39.649	55.001	25.3443	35.1391	0.00125076	12.3363	54.5005	34.25	0.172303	23.7172	  4
DATA	1734009866	83872079	9457	8	""	2024-12-12	13:24:26	11324.569	851.79169	2709.9207	39.5296	54.88	29.9425	35.2272	0.00167487	12.2772	54.4975	-992.75	0.259925	23.6968	127
DATA	1734009866	43571949	26563	0	""	2024-12-12	13:24:26	100.27517	9.4660559	-24.894682	39.6498	55.001	25.3439	35.1391	0.00125498	12.3362	54.5005	-31.75	0.172303	23.7172	124
DATA	1734009867	83872079	9461	8	""	2024-12-12	13:24:27	11338.805	857.17529	2709.5554	39.5275	54.8807	29.9322	35.2272	0.00168175	12.2769	54.4975	-1009.25	0.259925	23.6968	251
DATA	1734009867	43303966	26567	0	""	2024-12-12	13:24:27	100.60241	9.7714949	-24.894514	39.6486	55.001	25.343	35.1391	0.00125632	12.3364	54.5005	-0.25	0.172303	23.7168	249
DATA	1734009868	83872079	9465	8	""	2024-12-12	13:24:28	11352.604	861.40692	2709.3291	39.525	54.8815	29.9211	35.2272	0.00168941	12.2768	54.4977	-1120.25	0.259925	23.6976	174
DATA	1734009868	43303966	26571	0	""	2024-12-12	13:24:28	100.00742	9.7938499	-24.864569	39.6503	55.001	25.343	35.1391	0.00125601	12.3362	54.5005	38.25	0.172303	23.7164	255
DATA	1734009869	83872079	9469	8	""	2024-12-12	13:24:29	11348.447	857.03149	2709.4387	39.5222	54.8823	29.9103	35.227	0.00169175	12.2768	54.498	-1072.75	0.259317	23.6976	146
DATA	1734009869	43303966	26575	0	""	2024-12-12	13:24:29	100.68339	9.6680956	-24.811974	39.649	55.001	25.3426	35.1391	0.00125454	12.336	54.5005	35.25	0.172303	23.7164	223
DATA	1734009870	83872079	9473	8	""	2024-12-12	13:24:30	11328.623	849.20074	2709.229	39.5205	54.8831	29.8996	35.2246	0.00169326	12.2769	54.4982	-1078	0.256884	23.6952	 30
DATA	1734009870	43303966	26579	0	""	2024-12-12	13:24:30	100.52474	9.7442551	-24.76626	39.649	55.001	25.3426	35.1391	0.00125412	12.3358	54.5005	-10.25	0.172303	23.7172	227
DATA	1734009871	83872079	9477	8	""	2024-12-12	13:24:31	11317.457	846.22473	2708.2397	39.5184	54.8838	29.888	35.2236	0.00169232	12.2767	54.4982	-1057	0.256682	23.6984	 44
